age,income,employment_type,tenure_months,product_type,loan_amount,tenor,purpose,existing_debt,dbr,ltv,credit_score,ecib_status,dependents,default
40.0,106209.51,Self-Employed,79,Business Loan,2563644.73,28,Wedding,242546.03,1.0524,0.0,39.85,Average,3,1
27.5,103454.68,Salaried,54,Personal Loan,481558.04,51,Medical,208055.9,0.2589,0.0,81.58,Good,2,0
51.2,54139.41,Salaried,66,Business Loan,1442514.42,66,Debt Consolidation,202852.01,0.7159,0.0,48.91,Average,3,0
21.0,102737.46,Salaried,54,Auto Finance,1829795.23,42,Debt Consolidation,324674.41,0.6874,0.7076,96.76,Average,2,0
45.3,44922.87,Salaried,51,Personal Loan,140788.12,22,Home Purchase,57910.4,0.2499,0.0,11.37,Negative,1,1
51.6,96078.87,Self-Employed,35,Personal Loan,1339287.98,43,Business Expansion,455588.43,0.7193,0.0,26.17,Negative,3,1
39.5,320074.67,Salaried,38,Personal Loan,4702543.73,51,Home Purchase,38954.74,0.2982,0.0,40.67,Average,0,0
24.7,117877.57,Salaried,44,Personal Loan,1109431.12,14,Medical,582969.71,1.0844,0.0,89.76,Good,0,1
39.6,89897.07,Self-Employed,48,Personal Loan,1004655.67,32,Business Expansion,195029.96,0.53,0.0,28.25,Average,0,1
36.6,79578.38,Self-Employed,34,Auto Finance,1221304.27,80,Business Expansion,122766.99,0.3204,0.8826,6.61,Negative,2,1
42.4,67249.79,Salaried,71,Business Loan,1225926.18,45,Business Expansion,326588.68,0.8098,0.0,51.66,Negative,1,1
31.8,50408.51,Salaried,23,Personal Loan,460015.13,29,Other,174728.7,0.6035,0.0,52.71,Good,4,1
32.4,69653.79,Business,27,Personal Loan,457720.46,41,Debt Consolidation,305426.72,0.5257,0.0,40.94,Average,3,1
42.9,119416.63,Salaried,87,Business Loan,2447359.39,73,Other,606567.42,0.704,0.0,95.3,Average,3,1
21.0,153314.46,Self-Employed,63,Home Finance,4087094.38,159,Debt Consolidation,107455.94,0.2261,0.7099,94.8,Average,1,0
46.7,52995.85,Salaried,50,Personal Loan,347456.87,18,Home Purchase,186058.88,0.6568,0.0,22.19,Negative,1,1
41.7,152115.9,Salaried,33,Auto Finance,1591669.0,78,Vehicle Purchase,381740.64,0.3433,0.9496,61.76,Good,2,0
48.4,75618.28,Salaried,58,Personal Loan,775223.07,28,Business Expansion,349981.06,0.7518,0.0,88.77,Good,1,0
40.7,193397.5,Business,35,Personal Loan,2413053.94,51,Medical,916258.54,0.6395,0.0,77.35,Good,2,1
24.6,201442.43,Self-Employed,29,Auto Finance,2485484.39,73,Medical,867785.21,0.528,0.8436,84.77,Good,2,0
48.7,212444.01,Business,95,Personal Loan,3177247.84,24,Medical,1119096.39,1.0621,0.0,61.51,Good,2,0
43.5,55791.74,Salaried,10,Auto Finance,890242.85,33,Other,175874.59,0.7462,0.6801,50.91,Good,2,1
41.2,170339.56,Self-Employed,17,Personal Loan,2052071.47,51,Medical,285904.39,0.3761,0.0,37.49,Average,1,1
38.1,62086.09,Self-Employed,91,Personal Loan,265312.17,15,Other,224646.74,0.5864,0.0,6.25,Negative,1,1
23.5,81341.32,Self-Employed,71,Personal Loan,1218920.11,14,Business Expansion,255898.58,1.3325,0.0,90.22,Average,3,1
39.3,68646.21,Self-Employed,8,Personal Loan,410834.73,14,Medical,248998.61,0.7298,0.0,15.77,Negative,0,1
43.9,149276.28,Salaried,48,Personal Loan,1395371.7,56,Wedding,195494.55,0.2761,0.0,13.14,Average,3,1
46.0,112818.24,Salaried,65,Business Loan,3374960.13,97,Debt Consolidation,429433.22,0.6256,0.0,19.61,Negative,0,1
39.5,72072.53,Self-Employed,70,Personal Loan,971588.47,21,Medical,126664.49,0.7884,0.0,10.52,Average,2,1
43.5,71232.54,Salaried,74,Auto Finance,1300457.74,49,Wedding,220526.99,0.6306,0.8376,58.96,Good,0,0
30.1,51638.15,Salaried,23,Business Loan,1149802.15,102,Debt Consolidation,279324.51,0.6691,0.0,62.29,Good,2,0
47.4,52644.37,Self-Employed,50,Personal Loan,546636.53,19,Education,108556.34,0.7183,0.0,15.24,Negative,2,1
21.0,33913.61,Self-Employed,13,Personal Loan,181261.67,13,Other,190073.85,0.8782,0.0,81.56,Negative,2,1
38.8,108441.03,Salaried,78,Auto Finance,1524354.64,34,Debt Consolidation,22984.07,0.4311,0.9111,35.7,Average,1,0
28.2,32279.68,Business,35,Personal Loan,134530.27,17,Debt Consolidation,53397.15,0.383,0.0,38.71,Average,2,0
29.5,54993.74,Salaried,27,Auto Finance,865562.22,49,Wedding,110452.89,0.4886,0.9315,62.78,Average,3,0
59.2,28295.49,Salaried,29,Auto Finance,514460.39,27,Education,42046.28,0.7972,0.8135,56.84,Average,2,1
36.3,54328.66,Salaried,33,Auto Finance,487252.95,32,Home Purchase,24706.78,0.3182,0.8133,22.98,Average,4,1
38.8,81574.11,Self-Employed,25,Auto Finance,755698.82,33,Vehicle Purchase,91282.23,0.374,0.6551,47.33,Average,1,0
31.9,25963.13,Business,47,Personal Loan,371739.62,55,Debt Consolidation,54753.35,0.4361,0.0,88.95,Good,1,0
46.9,75621.66,Salaried,40,Auto Finance,888109.82,28,Debt Consolidation,83738.05,0.5117,0.7897,72.86,Good,1,0
29.3,184927.89,Salaried,13,Personal Loan,1422741.18,42,Business Expansion,751887.69,0.522,0.0,98.35,Good,0,0
50.6,71167.15,Salaried,11,Personal Loan,734913.21,14,Debt Consolidation,173063.44,0.9403,0.0,50.81,Average,3,1
29.1,199709.97,Salaried,67,Personal Loan,1662707.77,59,Wedding,517067.3,0.3569,0.0,78.3,Negative,2,1
41.2,226952.57,Salaried,63,Auto Finance,3452047.32,66,Business Expansion,963215.55,0.5841,0.9245,94.35,Good,1,1
38.8,67458.01,Business,33,Auto Finance,834020.31,71,Debt Consolidation,276375.59,0.5156,0.9136,88.98,Average,2,1
21.2,105460.67,Self-Employed,14,Personal Loan,1278000.24,45,Medical,591337.6,0.7366,0.0,98.89,Average,2,1
33.4,143936.49,Business,43,Personal Loan,1270241.0,50,Home Purchase,66845.47,0.2152,0.0,15.83,Negative,0,1
26.5,54487.9,Salaried,38,Auto Finance,963269.35,75,Wedding,237573.02,0.5991,0.7135,11.32,Negative,1,1
55.0,196678.38,Self-Employed,13,Personal Loan,2212443.51,42,Other,479971.71,0.4712,0.0,18.16,Average,2,1
38.2,160691.07,Salaried,40,Personal Loan,1236421.54,57,Wedding,248811.64,0.264,0.0,44.28,Good,1,0
57.0,51665.05,Self-Employed,35,Auto Finance,982755.2,82,Home Purchase,68137.13,0.3419,0.7115,59.23,Good,1,0
21.0,149215.71,Self-Employed,37,Auto Finance,2350150.19,65,Other,800646.87,0.6894,0.9051,7.05,Negative,1,1
35.3,113350.29,Self-Employed,28,Personal Loan,507259.56,44,Medical,370058.84,0.3738,0.0,56.0,Good,2,0
27.4,68586.69,Self-Employed,115,Home Finance,2286224.17,215,Vehicle Purchase,113935.59,0.2935,0.6919,81.94,Good,0,0
38.4,36261.87,Salaried,41,Personal Loan,373655.07,33,Home Purchase,51350.38,0.4303,0.0,16.34,Negative,1,1
31.2,123137.06,Salaried,54,Personal Loan,1179162.5,49,Other,503920.81,0.5365,0.0,68.68,Good,3,0
35.6,59281.2,Salaried,60,Personal Loan,442986.3,15,Business Expansion,319187.03,0.9469,0.0,94.08,Good,1,0
33.0,80311.11,Salaried,36,Home Finance,1760032.99,179,Medical,81244.09,0.2067,0.9007,64.23,Good,1,0
40.2,101903.0,Salaried,55,Personal Loan,1227257.8,31,Vehicle Purchase,274663.99,0.6131,0.0,17.78,Good,2,1
57.4,72245.94,Salaried,36,Personal Loan,903902.1,55,Other,307270.97,0.5819,0.0,73.41,Good,0,0
40.8,110426.16,Salaried,87,Personal Loan,380756.83,18,Debt Consolidation,388218.1,0.4845,0.0,64.63,Good,0,0
40.9,103698.4,Self-Employed,64,Home Finance,1899685.91,252,Medical,40790.14,0.1055,0.756,9.64,Negative,3,1
37.9,342660.18,Salaried,46,Auto Finance,6507917.03,71,Medical,537187.36,0.3981,0.6861,50.89,Good,1,0
22.8,98559.17,Self-Employed,17,Personal Loan,569986.44,20,Vehicle Purchase,350424.07,0.5854,0.0,27.41,Average,1,1
40.3,75309.39,Salaried,52,Personal Loan,814762.37,43,Debt Consolidation,114102.97,0.3779,0.0,31.65,Negative,2,1
52.3,50024.71,Self-Employed,42,Personal Loan,432653.23,23,Vehicle Purchase,131482.57,0.5951,0.0,35.64,Average,1,1
25.2,191094.16,Salaried,38,Personal Loan,1857431.89,21,Medical,435923.91,0.653,0.0,19.13,Good,3,1
36.3,111050.02,Business,105,Business Loan,1112770.01,48,Debt Consolidation,134979.84,0.31,0.0,77.86,Good,1,0
38.9,38427.88,Salaried,19,Personal Loan,535535.02,29,Wedding,206207.46,0.9277,0.0,59.68,Good,2,1
22.2,78545.57,Salaried,40,Auto Finance,791731.14,54,Debt Consolidation,297330.59,0.5021,0.823,17.66,Average,1,1
30.0,54162.12,Self-Employed,109,Auto Finance,675829.57,54,Other,202203.86,0.5422,0.9335,5.48,Negative,0,1
35.7,131679.71,Self-Employed,12,Personal Loan,1131844.43,21,Business Expansion,54111.6,0.4436,0.0,21.61,Negative,1,1
48.0,50610.8,Salaried,59,Personal Loan,376518.72,33,Education,284126.79,0.6933,0.0,13.52,Good,2,1
35.9,53486.65,Salaried,12,Personal Loan,485031.65,31,Wedding,233137.63,0.6558,0.0,49.74,Average,2,1
43.5,99090.07,Salaried,44,Personal Loan,429069.29,45,Debt Consolidation,253000.76,0.309,0.0,21.91,Negative,3,1
21.0,68829.05,Self-Employed,22,Personal Loan,279071.19,30,Vehicle Purchase,96944.68,0.2525,0.0,21.11,Average,1,1
65.0,277483.41,Self-Employed,45,Home Finance,10909992.54,250,Medical,1218016.76,0.5231,0.8706,64.11,Average,3,1
32.7,132739.73,Business,60,Home Finance,4851059.92,293,Vehicle Purchase,476572.13,0.4239,0.9461,33.71,Average,0,1
32.8,49787.84,Salaried,28,Personal Loan,287258.31,24,Vehicle Purchase,55173.76,0.3328,0.0,12.57,Negative,1,1
21.0,174668.58,Salaried,35,Personal Loan,1807437.24,53,Debt Consolidation,182872.93,0.2825,0.0,6.51,Average,1,1
57.0,102092.95,Self-Employed,32,Home Finance,3087209.0,227,Wedding,284693.47,0.3656,0.9448,48.02,Average,1,1
47.5,85384.57,Self-Employed,9,Personal Loan,585058.85,55,Vehicle Purchase,178476.34,0.2988,0.0,53.67,Good,0,0
30.2,168681.18,Salaried,35,Auto Finance,2193024.91,65,Business Expansion,246954.9,0.322,0.6514,41.08,Average,2,0
26.3,86924.08,Salaried,70,Home Finance,3301031.92,131,Other,5744.34,0.2954,0.9322,72.81,Average,1,0
40.7,69317.94,Salaried,39,Auto Finance,888263.0,70,Wedding,266483.68,0.5034,0.8168,57.08,Average,1,0
48.4,108349.66,Salaried,47,Personal Loan,484065.57,16,Business Expansion,24957.56,0.2984,0.0,12.37,Negative,2,1
22.5,111724.37,Salaried,47,Auto Finance,1162584.15,77,Home Purchase,521106.69,0.5238,0.6905,72.74,Good,0,0
46.0,51280.48,Salaried,52,Auto Finance,491838.59,41,Other,140091.2,0.4616,0.7635,83.01,Average,2,0
47.6,61651.41,Self-Employed,95,Personal Loan,620033.22,15,Debt Consolidation,221047.37,0.9693,0.0,91.11,Good,2,0
54.1,25000.0,Salaried,45,Personal Loan,318250.57,20,Home Purchase,65847.77,0.856,0.0,51.85,Average,0,1
34.9,25000.0,Salaried,30,Business Loan,635971.04,58,Education,19724.02,0.5043,0.0,47.34,Good,2,0
41.8,27989.63,Self-Employed,79,Personal Loan,348937.59,56,Vehicle Purchase,67922.32,0.4248,0.0,50.68,Good,0,0
58.1,134403.17,Self-Employed,42,Personal Loan,1515267.25,24,Home Purchase,4865.62,0.4728,0.0,83.15,Good,0,0
35.1,66828.74,Salaried,26,Personal Loan,341229.52,12,Vehicle Purchase,102713.91,0.5536,0.0,32.81,Good,1,0
48.1,104287.14,Salaried,21,Personal Loan,665064.65,18,Education,48730.96,0.3932,0.0,81.18,Good,4,0
21.0,79451.2,Business,92,Auto Finance,731515.95,37,Education,18184.4,0.2679,0.7994,56.28,Good,6,0
21.0,285707.47,Salaried,23,Business Loan,4686374.71,87,Education,313520.76,0.28,0.0,75.01,Good,1,0
29.5,41532.64,Salaried,33,Business Loan,464109.77,57,Debt Consolidation,30185.94,0.2566,0.0,74.12,Good,1,0
37.0,75140.7,Salaried,9,Auto Finance,680579.02,63,Vehicle Purchase,252842.91,0.4242,0.7498,30.92,Average,1,1
41.7,64258.89,Self-Employed,50,Personal Loan,885792.67,18,Debt Consolidation,177592.29,0.9961,0.0,50.79,Good,2,0
47.2,150847.89,Self-Employed,43,Business Loan,4022901.08,54,Business Expansion,311916.74,0.6662,0.0,38.95,Average,2,1
26.9,145495.21,Self-Employed,36,Auto Finance,2465721.05,28,Vehicle Purchase,138422.3,0.6845,0.6842,91.08,Good,4,0
29.9,93507.3,Salaried,28,Business Loan,1824024.5,52,Vehicle Purchase,402092.76,0.7335,0.0,39.52,Average,1,1
21.0,159076.78,Salaried,17,Home Finance,5389525.9,157,Other,122743.83,0.2801,0.923,1.13,Average,2,1
42.1,276154.46,Self-Employed,24,Auto Finance,2840660.92,82,Wedding,207871.56,0.1882,0.8765,67.93,Good,4,0
49.3,168429.79,Salaried,86,Home Finance,4401125.31,195,Medical,111742.79,0.1893,0.8879,10.32,Negative,2,1
46.9,124661.44,Self-Employed,99,Auto Finance,1791509.1,29,Debt Consolidation,647238.96,0.9282,0.7739,87.09,Good,1,1
56.8,110497.12,Salaried,20,Home Finance,3990290.9,171,Medical,365787.42,0.487,0.8629,63.23,Average,5,1
44.1,130958.45,Salaried,98,Auto Finance,1076813.79,61,Home Purchase,468746.12,0.4331,0.8643,38.46,Average,0,0
35.3,57809.88,Salaried,38,Personal Loan,180965.8,59,Medical,95302.42,0.1904,0.0,94.18,Good,2,0
33.2,158785.73,Self-Employed,28,Personal Loan,1558585.81,50,Wedding,933238.3,0.6861,0.0,77.81,Good,0,1
46.1,144917.84,Salaried,28,Auto Finance,1246330.6,69,Business Expansion,116791.39,0.1918,0.6713,59.49,Good,2,0
31.9,128225.1,Salaried,23,Auto Finance,2421368.55,30,Business Expansion,284880.47,0.8146,0.7889,76.28,Negative,4,1
37.1,158545.86,Salaried,25,Personal Loan,1574295.72,54,Education,713137.92,0.5587,0.0,60.72,Good,1,0
25.4,99901.27,Business,43,Auto Finance,1942689.3,82,Medical,353553.48,0.5321,0.9478,36.26,Good,1,1
53.4,27571.85,Salaried,19,Auto Finance,387146.81,53,Other,112425.15,0.6047,0.8387,58.88,Good,3,0
49.4,116336.59,Salaried,113,Personal Loan,672949.87,50,Other,272199.74,0.3107,0.0,38.55,Average,2,0
21.0,53719.52,Self-Employed,75,Auto Finance,826748.08,49,Other,128575.48,0.5135,0.8828,63.93,Negative,0,1
26.9,61917.92,Salaried,26,Home Finance,1422213.14,146,Business Expansion,311510.58,0.5766,0.6507,10.38,Average,0,1
49.9,126858.72,Salaried,21,Personal Loan,962204.07,46,Education,338020.06,0.3869,0.0,1.85,Average,1,1
25.1,118995.3,Salaried,60,Personal Loan,873677.81,55,Other,44715.55,0.1648,0.0,93.69,Good,2,0
56.5,78986.55,Self-Employed,62,Auto Finance,721000.99,29,Medical,422719.69,0.7607,0.7577,47.43,Average,2,1
52.2,83654.6,Salaried,35,Personal Loan,695128.35,58,Wedding,238727.21,0.3811,0.0,1.55,Negative,1,1
40.2,114499.82,Salaried,25,Home Finance,3717188.38,235,Home Purchase,398061.11,0.4279,0.8296,97.56,Average,1,0
31.0,66506.48,Salaried,22,Personal Loan,983461.75,43,Business Expansion,234991.99,0.6383,0.0,80.57,Good,2,1
47.0,36437.54,Self-Employed,39,Personal Loan,500939.77,37,Business Expansion,62121.2,0.5136,0.0,21.01,Negative,4,1
41.4,178274.84,Self-Employed,39,Personal Loan,1644672.33,25,Debt Consolidation,1001824.09,0.8373,0.0,43.81,Good,3,1
34.2,57787.22,Self-Employed,37,Auto Finance,898963.89,79,Business Expansion,170699.94,0.4431,0.8742,45.45,Negative,1,1
21.0,70497.47,Salaried,12,Personal Loan,923008.69,16,Wedding,262094.98,1.1281,0.0,8.29,Average,3,1
35.9,161673.6,Salaried,34,Personal Loan,1908701.89,30,Other,313934.27,0.5553,0.0,75.73,Good,0,1
40.6,57418.31,Salaried,28,Auto Finance,1128709.51,77,Vehicle Purchase,105774.87,0.4088,0.7095,36.34,Average,0,0
21.7,74372.32,Salaried,27,Business Loan,870328.26,48,Education,323776.09,0.6066,0.0,43.52,Good,1,1
24.9,156237.8,Salaried,69,Personal Loan,2030156.31,15,Medical,501121.19,1.1336,0.0,20.53,Good,2,1
34.6,102726.78,Salaried,13,Personal Loan,385499.59,33,Debt Consolidation,33665.76,0.141,0.0,8.16,Negative,1,1
38.2,67627.27,Salaried,104,Home Finance,1290242.27,221,Debt Consolidation,145245.86,0.2653,0.6685,89.51,Good,1,0
34.0,126232.42,Business,53,Personal Loan,913568.27,42,Wedding,168504.86,0.2836,0.0,10.0,Negative,1,1
52.2,68266.19,Self-Employed,5,Personal Loan,839559.12,53,Other,223415.26,0.5048,0.0,9.74,Negative,2,1
59.2,118641.53,Salaried,32,Personal Loan,1535017.58,47,Vehicle Purchase,14928.29,0.2858,0.0,83.37,Average,1,1
46.0,73726.61,Salaried,78,Personal Loan,1001584.39,47,Business Expansion,346309.4,0.6805,0.0,0.83,Negative,1,1
21.0,66006.27,Salaried,61,Home Finance,2573203.15,174,Vehicle Purchase,59200.7,0.2988,0.6571,32.02,Average,0,0
55.3,89179.32,Salaried,28,Auto Finance,1358180.3,27,Debt Consolidation,132160.98,0.6876,0.7167,79.68,Good,2,0
55.0,103764.28,Salaried,56,Personal Loan,517746.5,15,Vehicle Purchase,148448.76,0.4519,0.0,32.18,Average,4,0
40.3,138775.11,Salaried,87,Personal Loan,502025.12,49,Wedding,483869.63,0.3644,0.0,71.21,Good,0,0
43.2,66295.12,Salaried,48,Auto Finance,891131.7,27,Medical,344118.83,0.9304,0.7806,62.82,Good,0,1
29.3,149456.68,Business,102,Personal Loan,1170409.37,29,Other,845330.52,0.7414,0.0,62.6,Good,3,0
46.1,115270.42,Salaried,50,Personal Loan,1614663.58,56,Wedding,268678.77,0.4444,0.0,27.57,Average,3,0
51.6,77404.87,Salaried,60,Personal Loan,578338.69,16,Education,53390.77,0.5245,0.0,24.34,Negative,0,1
31.5,125439.39,Salaried,54,Home Finance,2533320.6,130,Education,505895.71,0.4914,0.6901,5.3,Negative,6,1
24.5,75372.96,Business,91,Business Loan,1921774.96,78,Business Expansion,448859.42,0.8231,0.0,7.67,Negative,1,1
44.2,77004.01,Self-Employed,31,Personal Loan,1047508.51,36,Education,390979.71,0.801,0.0,9.22,Negative,1,1
21.0,82113.23,Salaried,39,Auto Finance,751839.61,53,Debt Consolidation,446733.86,0.6261,0.849,36.09,Average,1,1
45.5,241481.99,Salaried,35,Personal Loan,2972326.36,34,Vehicle Purchase,521607.07,0.542,0.0,3.13,Average,2,1
21.0,244202.38,Salaried,24,Business Loan,7220657.54,41,Home Purchase,1047752.72,1.0787,0.0,30.97,Good,0,1
43.5,111399.28,Salaried,38,Personal Loan,1561394.96,36,Debt Consolidation,510324.7,0.7711,0.0,74.46,Good,2,1
45.8,44230.96,Salaried,3,Business Loan,1133603.09,58,Business Expansion,77518.74,0.5879,0.0,68.44,Good,0,0
21.9,252931.01,Salaried,21,Auto Finance,2872515.59,49,Vehicle Purchase,537055.56,0.4087,0.8465,39.7,Average,0,0
27.7,256597.07,Salaried,166,Auto Finance,4549565.49,47,Other,521281.78,0.5465,0.8275,34.7,Average,0,0
39.9,246313.73,Salaried,26,Auto Finance,3638422.36,63,Business Expansion,133167.05,0.2795,0.6658,36.28,Negative,2,0
47.8,177868.7,Salaried,56,Auto Finance,3392802.91,68,Debt Consolidation,729715.33,0.6224,0.8115,63.02,Average,0,1
43.8,117895.03,Salaried,38,Personal Loan,945993.35,28,Home Purchase,507491.18,0.6453,0.0,18.88,Negative,1,1
49.2,93944.79,Self-Employed,60,Auto Finance,1582274.83,34,Other,210113.26,0.6818,0.8315,19.14,Negative,0,1
47.9,68675.71,Salaried,52,Business Loan,1036914.31,27,Business Expansion,215629.74,0.8209,0.0,44.68,Average,0,1
21.0,50118.13,Salaried,50,Personal Loan,598696.77,43,Other,254816.75,0.7015,0.0,80.67,Good,1,1
37.2,35945.11,Salaried,39,Auto Finance,364779.1,74,Home Purchase,147273.44,0.4786,0.853,86.37,Average,1,0
43.7,25000.0,Self-Employed,91,Personal Loan,265725.21,54,Debt Consolidation,25844.18,0.283,0.0,90.28,Good,1,0
37.7,243317.79,Salaried,57,Personal Loan,766360.49,19,Home Purchase,97465.54,0.1992,0.0,91.06,Good,0,0
32.2,118937.06,Salaried,25,Auto Finance,1391369.52,64,Business Expansion,162411.57,0.2966,0.7577,80.04,Good,1,0
21.7,57451.89,Salaried,17,Auto Finance,1099078.01,35,Debt Consolidation,296743.49,0.977,0.6724,51.83,Average,3,1
35.1,310081.47,Salaried,27,Home Finance,5869282.13,164,Debt Consolidation,615620.3,0.2809,0.8941,19.86,Average,3,1
31.8,58465.1,Salaried,9,Auto Finance,695114.58,39,Wedding,186826.65,0.5711,0.6928,95.74,Good,1,0
40.2,60183.17,Salaried,66,Personal Loan,754220.12,18,Other,50775.69,0.7665,0.0,68.74,Negative,3,1
31.1,110780.64,Salaried,60,Home Finance,3175492.22,273,Business Expansion,332431.74,0.3551,0.7235,79.38,Good,1,0
44.5,69858.9,Self-Employed,60,Personal Loan,225028.11,50,Education,105390.28,0.1901,0.0,65.46,Good,0,0
41.6,77465.94,Salaried,56,Auto Finance,945659.87,66,Business Expansion,324165.11,0.5337,0.924,55.75,Good,1,1
33.0,80446.27,Salaried,54,Personal Loan,992661.21,35,Medical,77937.0,0.4333,0.0,98.37,Good,0,0
63.0,117002.12,Self-Employed,59,Business Loan,1462067.84,75,Wedding,344453.48,0.4119,0.0,13.59,Negative,0,1
21.2,117415.95,Salaried,21,Home Finance,3530145.52,133,Vehicle Purchase,630181.63,0.6733,0.6706,36.63,Negative,1,1
57.1,70685.33,Salaried,27,Personal Loan,636820.48,44,Business Expansion,289625.63,0.5462,0.0,62.53,Good,2,0
22.5,118553.16,Salaried,17,Home Finance,2056169.65,246,Home Purchase,104490.29,0.144,0.936,97.97,Good,0,0
39.9,73823.18,Salaried,73,Personal Loan,229516.34,34,Wedding,304717.03,0.4354,0.0,98.62,Average,0,0
48.0,319422.56,Salaried,10,Personal Loan,3043915.51,14,Education,142494.97,0.7178,0.0,27.87,Average,1,1
31.8,46253.88,Salaried,31,Personal Loan,401767.62,43,Wedding,36921.75,0.2685,0.0,53.69,Good,1,0
55.9,150626.39,Salaried,19,Auto Finance,1550661.15,77,Vehicle Purchase,882333.07,0.6218,0.7844,85.0,Negative,3,1
21.0,110186.8,Salaried,71,Personal Loan,1188326.74,41,Wedding,56031.13,0.3054,0.0,96.92,Good,2,0
24.8,165382.53,Salaried,65,Personal Loan,802232.34,18,Home Purchase,786871.8,0.666,0.0,42.6,Good,1,0
52.6,103616.46,Self-Employed,90,Personal Loan,1545478.18,36,Medical,98124.97,0.4932,0.0,82.75,Good,2,0
49.8,78505.69,Self-Employed,50,Home Finance,1508733.27,249,Vehicle Purchase,350899.37,0.4497,0.7939,54.93,Average,3,0
35.7,144942.17,Salaried,73,Home Finance,3815908.83,155,Education,71348.02,0.2109,0.708,55.53,Average,1,0
26.9,74277.1,Self-Employed,33,Personal Loan,859986.32,12,Wedding,222171.38,1.2141,0.0,94.74,Average,5,1
40.0,179308.63,Salaried,29,Personal Loan,2459266.35,15,Medical,158469.34,0.988,0.0,9.83,Negative,1,1
21.0,87794.21,Business,70,Personal Loan,1155490.79,27,Debt Consolidation,137291.95,0.6178,0.0,4.98,Good,1,1
39.4,140841.09,Salaried,70,Personal Loan,1484882.64,12,Medical,315498.79,1.0653,0.0,89.2,Good,0,0
47.2,145527.1,Self-Employed,87,Home Finance,3382054.65,256,Other,341526.4,0.2863,0.8444,96.03,Good,1,0
45.5,151257.12,Salaried,20,Personal Loan,1545666.67,21,Vehicle Purchase,698371.32,0.8714,0.0,10.56,Average,1,1
41.6,114048.53,Salaried,27,Personal Loan,348540.63,16,Business Expansion,112134.38,0.2729,0.0,60.97,Good,0,0
22.2,84186.57,Self-Employed,47,Auto Finance,1622131.89,26,Wedding,174153.73,0.9135,0.8527,42.34,Average,1,1
49.5,52690.35,Salaried,19,Auto Finance,829130.64,83,Other,258856.2,0.599,0.9327,21.31,Negative,3,1
28.7,33544.93,Business,22,Auto Finance,618054.24,37,Business Expansion,101287.54,0.7496,0.7008,98.51,Negative,2,1
38.5,152922.83,Salaried,71,Personal Loan,1875832.76,39,Business Expansion,497424.15,0.5856,0.0,50.15,Good,5,0
21.0,202221.92,Business,37,Auto Finance,1960197.86,43,Vehicle Purchase,419979.32,0.3985,0.8896,29.78,Average,0,1
47.1,44425.53,Salaried,69,Personal Loan,428329.72,22,Education,99692.89,0.6253,0.0,42.01,Average,2,0
47.7,49419.01,Salaried,51,Auto Finance,653366.57,80,Business Expansion,252951.16,0.5918,0.6902,56.06,Good,1,0
31.4,254841.02,Salaried,56,Personal Loan,3754365.92,50,Education,572254.69,0.4818,0.0,50.87,Good,2,0
35.6,115141.1,Salaried,41,Personal Loan,1053933.43,59,Business Expansion,535063.26,0.5424,0.0,18.07,Negative,3,1
47.4,87580.08,Salaried,43,Personal Loan,1070246.75,34,Wedding,113750.95,0.4677,0.0,96.95,Good,1,0
46.3,68790.46,Salaried,61,Home Finance,1517988.94,243,Home Purchase,319089.08,0.4774,0.7974,12.54,Negative,0,1
31.9,153630.59,Salaried,44,Home Finance,4200178.38,152,Business Expansion,3997.13,0.182,0.9347,2.7,Negative,5,1
21.0,71287.61,Salaried,71,Personal Loan,1041115.39,47,Other,265742.74,0.6214,0.0,38.42,Average,1,1
34.3,212857.16,Salaried,44,Auto Finance,3901682.1,33,Wedding,454488.85,0.7334,0.7235,5.45,Good,1,1
46.1,239781.51,Salaried,16,Home Finance,9274242.05,156,Home Purchase,1046564.19,0.6117,0.8722,97.31,Average,2,1
21.0,125089.31,Salaried,33,Personal Loan,1422606.02,15,Vehicle Purchase,717143.21,1.2359,0.0,31.04,Average,2,1
49.3,55201.77,Salaried,47,Auto Finance,1043339.9,76,Education,18325.89,0.2764,0.8287,53.4,Average,0,0
39.9,95572.75,Salaried,24,Personal Loan,667126.82,42,Wedding,195790.56,0.3369,0.0,57.79,Good,1,0
45.7,41493.57,Salaried,21,Personal Loan,583741.07,29,Other,216569.55,0.9201,0.0,53.57,Negative,1,1
40.7,89452.8,Self-Employed,38,Home Finance,2985304.15,164,Medical,334851.09,0.5154,0.7818,56.78,Average,1,1
41.6,25000.0,Self-Employed,53,Home Finance,651186.53,188,Other,56556.35,0.3271,0.8053,35.77,Average,0,1
43.6,88402.65,Self-Employed,133,Auto Finance,958771.07,24,Wedding,430360.53,0.8576,0.9323,99.29,Good,1,1
44.6,342848.18,Self-Employed,88,Auto Finance,6459019.39,49,Other,1983700.01,0.8666,0.729,42.16,Average,1,1
33.1,158825.88,Salaried,113,Auto Finance,2651286.89,29,Wedding,339683.49,0.7538,0.8015,70.32,Good,0,0
47.3,69107.28,Salaried,20,Personal Loan,757772.52,37,Wedding,405499.14,0.7853,0.0,37.13,Average,1,1
33.7,177015.12,Self-Employed,5,Auto Finance,3157147.73,55,Other,82636.59,0.3632,0.678,23.39,Negative,2,1
45.1,105808.7,Business,13,Personal Loan,1555281.77,37,Debt Consolidation,404711.58,0.716,0.0,85.83,Good,2,1
